# sela selb Avg-corr Err
835 32 0.07776870721316972 0.06558722175477069
835 33 0.1014293882776545 0.05897524312317769
835 34 0.04382019769042156 0.04928170361366862
835 35 0.04376068116957043 0.05819066338038523
835 36 -0.025475805174824794 0.08850445775602718
835 37 -0.04652233315209817 0.045202593099380725
835 38 -0.03151796495475219 0.05743306503424816
835 39 -0.0744536346280466 0.07838968432380894
835 40 -0.020141452913935095 0.09130629876975505
835 41 0.016539652471469192 0.07053192312381482
835 42 0.059008737054737505 0.045511196342054326
836 32 0.061715652904540196 0.06984030997116489
836 33 0.07361968814759953 0.0710845874435999
836 34 0.04199704598843725 0.06460065125209903
836 35 0.04174040408102685 0.06951508143356798
836 36 -0.01570705843274389 0.09457948791911741
836 37 -0.026806068766705504 0.0352532849626733
836 38 -0.03819163572785107 0.042047375644435225
836 39 -0.11767103569905739 0.05942391661682738
836 40 -0.051015984356447955 0.07058420564308998
836 41 -0.01729280094527074 0.05003870642596242
836 42 0.08464295497136406 0.03557719278609979
837 32 0.06628975233602673 0.0610942047588533
837 33 0.07783576717633522 0.05331295738727059
837 34 0.04452450412076212 0.05261906203926885
837 35 0.04318998627461961 0.05675922348611892
837 36 -0.017356628276387898 0.09398397870887437
837 37 -0.013072996647116262 0.0400142305244182
837 38 -0.02668635968464403 0.05176392729553711
837 39 -0.10603895203828503 0.06849522924671166
837 40 -0.043374243273986826 0.07774020809881307
837 41 -0.01215868800977837 0.051196410941756955
837 42 0.07446703890526203 0.03620691004249145
838 32 0.045652400966878594 0.05564881568593494
838 33 0.06433997511533457 0.0374224682970582
838 34 0.03511079084237271 0.04644821928086158
838 35 0.03823276592381379 0.05553564989145829
838 36 -0.010098239354525113 0.09083854428610043
838 37 -0.0264541935628544 0.05000670658724031
838 38 -0.021195233751122696 0.05502718870480647
838 39 -0.09099266580044023 0.06677648627445429
838 40 -0.038690263672353606 0.07942214847783899
838 41 -0.004584088179578621 0.05467713120726627
838 42 0.06571469680481698 0.038215831860756104
839 32 0.02966029680683377 0.05087975476421364
